"","platform","seed","Npar","delta.target","time","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","metric","eps.final","samples.per.time","time.total","model","cor"
"51","jags",72018,2,0.5,0.660000000000025,10504.5122902034,10530.9543881041,20000,10463.7418297158,0.999959132289466,0.999991839278513,0.99997548578399,NA,NA,15915.9277124287,0.660000000000025,"mvnc",0.25
"52","stan.nuts",72018,2,0.8,0.579999999999984,10769.6036457134,11220.1602553522,20000,10709.760292668,0.999970157003055,1.00026733407427,0.999973924247984,"diag_e",1.27807363456896,18568.2821477822,0.579999999999984,"mvnc",0.25
"53","jags",66788,2,0.5,0.649999999999977,10864.2773587535,10882.0019487546,20000,10794.2482041872,0.999950905689764,0.999951708190342,0.999951306940053,NA,NA,16714.2728596214,0.649999999999977,"mvnc",0.25
"54","stan.nuts",66788,2,0.8,0.520000000000039,10754.1192457169,12497.1339033174,20000,10882.6691300792,0.999964868875514,1.00003591299228,1.00002134479037,"diag_e",1.216702865246,20680.9985494539,0.520000000000039,"mvnc",0.25
"55","jags",19639,2,0.5,0.659999999999968,10009.2423414893,10593.6717690205,20000,11033.1921980202,0.999964008526927,0.99997952249637,0.999971765511648,NA,NA,15165.5186992269,0.659999999999968,"mvnc",0.25
"56","stan.nuts",19639,2,0.8,0.519999999999982,11655.9860074797,13142.461151773,20000,11858.9018531245,0.999950073453294,1.00004230501262,0.999952068392827,"diag_e",1.18287313145419,22415.3577066925,0.519999999999982,"mvnc",0.25
"57","jags",68716,2,0.5,0.71999999999997,10409.5852716463,10456.7363886473,20000,10387.2389608762,1.00002206893911,1.00009817347003,1.00006012120457,NA,NA,14457.7573217316,0.71999999999997,"mvnc",0.25
"58","stan.nuts",68716,2,0.8,0.519999999999982,10533.652920708,10881.9521799518,20000,10668.4561477911,0.99995388437366,1.00027765150047,0.999974091120242,"diag_e",1.30148108799534,20257.024847516,0.519999999999982,"mvnc",0.25
"59","jags",34163,2,0.5,0.680000000000007,10424.5232156472,10805.2830401989,20000,10669.128263697,0.999991238942046,1.00000880753084,1.00000002323644,NA,NA,15330.181199481,0.680000000000007,"mvnc",0.25
"60","stan.nuts",34163,2,0.8,0.509999999999991,11752.4503021204,12751.7606209519,20000,11989.5557861747,0.999973607469654,1.00001765130653,1.00000675302255,"diag_e",1.19912073801771,23044.0202002364,0.509999999999991,"mvnc",0.25
"61","jags",52953,2,0.5,0.650000000000034,10938.4666926981,11004.312051183,20000,10899.5916181352,1.00021250187981,1.00039131002977,1.00030190595479,NA,NA,16828.4102964577,0.650000000000034,"mvnc",0.25
"62","stan.nuts",52953,2,0.8,0.510000000000048,10280.1530760307,10582.1604042418,20000,10354.0266868281,0.999953699162474,1.00002377918206,1.00001058911354,"diag_e",1.31533802681579,20157.162894176,0.510000000000048,"mvnc",0.25
"63","jags",75834,2,0.5,0.710000000000036,10347.8260172152,10553.983465545,20000,10252.2384249589,0.999955879785486,1.00006550491363,1.00001069234956,NA,NA,14574.4028411475,0.710000000000036,"mvnc",0.25
"64","stan.nuts",75834,2,0.8,0.670000000000016,10344.0792954126,10789.2072393695,20000,10357.2336507763,0.999957854275031,0.999969403171802,0.999965606657825,"diag_e",1.29861585121537,15438.924321511,0.670000000000016,"mvnc",0.25
"65","jags",23712,2,0.5,0.70999999999998,9831.02251873845,10224.277731908,20000,10343.2747514877,0.999979266300525,1.00028662422418,1.00013294526235,NA,NA,13846.5105897729,0.70999999999998,"mvnc",0.25
"66","stan.nuts",23712,2,0.8,0.5,9650.13826532812,9825.95348436536,20000,9526.68804015848,1.00001163215991,1.00056501657789,1.00019662915401,"diag_e",1.3572766345441,19300.2765306562,0.5,"mvnc",0.25
"67","jags",80542,2,0.5,0.680000000000007,10310.9506868529,10762.8857425925,20000,11019.5763364282,0.999953161711456,1.00008734675516,1.00002025423331,NA,NA,15163.1627747835,0.680000000000007,"mvnc",0.25
"68","stan.nuts",80542,2,0.8,0.5,8286.91427198412,10271.6858342655,20000,8245.40660075914,0.999950028269243,1.00017239033458,0.999987693388953,"diag_e",1.4569998381182,16573.8285439682,0.5,"mvnc",0.25
"69","jags",38632,2,0.5,0.699999999999989,11083.3615745932,11134.68864723,20000,11182.2283714479,0.999994622381439,1.0003054602911,1.00015004133627,NA,NA,15833.3736779905,0.699999999999989,"mvnc",0.25
"70","stan.nuts",38632,2,0.8,0.550000000000011,10263.8751034275,10575.5477411058,20000,10409.9272136312,0.99996798654268,1.00014322084119,1.00002464605014,"diag_e",1.30709368360666,18661.5910971405,0.550000000000011,"mvnc",0.25
"71","jags",47339,2,0.5,0.660000000000025,10654.795849662,10811.3358903954,20000,10884.1687843924,0.999968531443762,1.00008074830747,1.00002463987562,NA,NA,16143.6300752449,0.660000000000025,"mvnc",0.25
"72","stan.nuts",47339,2,0.8,0.519999999999982,10441.8174092194,11150.1404465106,20000,10491.2302462063,0.999951394224646,1.00010016264032,1.0000422903684,"diag_e",1.30738028410674,20080.4180946534,0.519999999999982,"mvnc",0.25
"73","jags",54263,2,0.5,0.730000000000018,9627.5631156805,10300.4452670208,20000,10926.0537730319,0.99996130064722,1.00003962370802,1.00000046217762,NA,NA,13188.4426242195,0.730000000000018,"mvnc",0.25
"74","stan.nuts",54263,2,0.8,0.520000000000039,10226.5239457971,10692.1970278278,20000,10105.1356467397,0.999950917172763,0.999954166668627,0.999951020470097,"diag_e",1.2831195609732,19666.3922034546,0.520000000000039,"mvnc",0.25
"75","jags",15202,2,0.5,0.649999999999977,10451.0454085687,10601.5754140681,20000,10822.9781551749,0.999955617159341,0.999967609386543,0.999961613272942,NA,NA,16078.5313977985,0.649999999999977,"mvnc",0.25
"76","stan.nuts",15202,2,0.8,0.54000000000002,11240.9588730516,12119.634244038,20000,11622.1692383629,0.999967562030817,1.00012998543813,1.00000609023447,"diag_e",1.24030158462642,20816.5905056504,0.54000000000002,"mvnc",0.25
"77","jags",26482,2,0.5,0.680000000000007,10617.2411970852,10735.8897540016,20000,10710.8026349206,0.999964334984024,1.00005754035714,1.00001093767058,NA,NA,15613.5899957134,0.680000000000007,"mvnc",0.25
"78","stan.nuts",26482,2,0.8,0.550000000000011,10433.3765736138,11121.1990873976,20000,11080.164898429,0.999950078765715,1.00055314405467,0.999998405805574,"diag_e",1.24822731112577,18969.7755883884,0.550000000000011,"mvnc",0.25
"79","jags",32386,2,0.5,0.659999999999968,11206.5250837726,11211.2560124022,20000,11236.7304638273,0.99995618794097,1.00017192175162,1.0000640548463,NA,NA,16979.5834602624,0.659999999999968,"mvnc",0.25
"80","stan.nuts",32386,2,0.8,0.519999999999982,11585.8358715102,13222.0289608615,20000,11744.6305886848,1.00000899437504,1.00031522542386,1.0000974682759,"diag_e",1.16077818544158,22280.4535990589,0.519999999999982,"mvnc",0.25
"81","jags",59189,2,0.5,0.689999999999998,7318.95475575349,7391.92361465932,20000,7312.68946196264,0.999969081813121,1.0002561444728,1.00011261314296,NA,NA,10607.1808054399,0.689999999999998,"mvnc",0.5
"82","stan.nuts",59189,2,0.8,0.579999999999984,9453.39160090779,13230.1753307211,20000,9572.20751565631,0.999953598407292,1.00021522633066,1.0001800098628,"diag_e",1.01685464107297,16298.9510360484,0.579999999999984,"mvnc",0.5
"83","jags",33032,2,0.5,0.659999999999968,6941.90024918118,7245.50812479154,20000,7537.65861010056,1.00035774111716,1.00038573752143,1.00037173931929,NA,NA,10518.030680578,0.659999999999968,"mvnc",0.5
"84","stan.nuts",33032,2,0.8,0.839999999999975,9484.65326560811,12999.3919208368,20000,10076.1651091374,0.999957863157611,1.00003901183793,0.999967878327509,"diag_e",1.05376918284289,11291.253887629,0.839999999999975,"mvnc",0.5
"85","jags",19139,2,0.5,0.680000000000007,7459.90709424713,7664.31432633238,20000,7643.19408157369,1.00010667953646,1.00012859189453,1.0001176357155,NA,NA,10970.4516091869,0.680000000000007,"mvnc",0.5
"86","stan.nuts",19139,2,0.8,0.550000000000011,10033.8619954928,13335.7124820194,20000,10051.1253688976,0.999951977173549,0.999994465634398,0.999964335024186,"diag_e",0.98688633165078,18243.3854463501,0.550000000000011,"mvnc",0.5
"87","jags",78362,2,0.5,0.670000000000016,7337.70981009162,7385.98418833129,20000,7493.55030900089,1.00010204000798,1.00021125034459,1.00015664517629,NA,NA,10951.8056867036,0.670000000000016,"mvnc",0.5
"88","stan.nuts",78362,2,0.8,0.609999999999957,9474.31148829173,11826.2387730467,20000,10055.4654149117,0.999992943693014,1.00002288951259,1.00000507513519,"diag_e",1.11381968315933,15531.6581775285,0.609999999999957,"mvnc",0.5
"89","jags",61413,2,0.5,0.700000000000045,7353.35424699616,7489.39387566701,20000,7489.5121026356,0.9999812586046,1.00006930264505,1.00002528062482,NA,NA,10504.7917814224,0.700000000000045,"mvnc",0.5
"90","stan.nuts",61413,2,0.8,0.550000000000011,9280.35574189323,12812.9549895866,20000,9820.4062542299,0.999950911809414,1.0001112301362,0.999951617306656,"diag_e",1.04176768261603,16873.3740761692,0.550000000000011,"mvnc",0.5
"91","jags",72018,2,0.5,0.650000000000034,6591.180631864,6662.01998604191,20000,7150.29415603298,0.999950000390513,0.99996545878664,0.999957729588577,NA,NA,10140.2778951749,0.650000000000034,"mvnc",0.5
"92","stan.nuts",72018,2,0.8,0.560000000000002,10083.327294404,13474.0539901039,20000,10031.7057853981,0.999951001168447,1.00024084486585,0.999961832752051,"diag_e",0.974658594354717,18005.94159715,0.560000000000002,"mvnc",0.5
"93","jags",66788,2,0.5,0.689999999999998,6938.26053984746,7132.55922695607,20000,7301.38739626782,0.999951329194465,1.00002468915557,0.999988009175019,NA,NA,10055.45005775,0.689999999999998,"mvnc",0.5
"94","stan.nuts",66788,2,0.8,0.560000000000002,10887.8904807296,13200.8515113923,20000,10820.920959208,0.999952800656594,1.00000849820986,0.999981342880768,"diag_e",0.947939557826521,19442.6615727314,0.560000000000002,"mvnc",0.5
"95","jags",19639,2,0.5,0.740000000000009,7035.13864763694,7113.17231051502,20000,7268.91440722934,0.999954714916384,0.999955225480221,0.999954970198302,NA,NA,9506.94411842817,0.740000000000009,"mvnc",0.5
"96","stan.nuts",19639,2,0.8,0.560000000000002,10461.7698399282,12743.302085553,20000,10519.6184316069,0.999973739262549,1.0004120144905,1.00009044513131,"diag_e",0.952488867974884,18681.7318570146,0.560000000000002,"mvnc",0.5
"97","jags",68716,2,0.5,0.670000000000016,7505.66676893323,7593.58605342221,20000,7326.19592177846,0.99996001955968,1.00000926236982,0.999984640964751,NA,NA,11202.4877148254,0.670000000000016,"mvnc",0.5
"98","stan.nuts",68716,2,0.8,0.550000000000011,9531.65249947378,11427.4492001627,20000,9777.19463123129,0.999951185499624,1.00005278906962,0.999951210265796,"diag_e",1.03777560682707,17330.2772717701,0.550000000000011,"mvnc",0.5
"99","jags",34163,2,0.5,0.659999999999968,7427.32141418124,7506.26052744776,20000,7383.72066549682,1.00000007478977,1.00007431120038,1.00003719299507,NA,NA,11253.5172942145,0.659999999999968,"mvnc",0.5
"100","stan.nuts",34163,2,0.8,0.600000000000023,10309.3346650658,12969.4496895397,20000,10566.5852119688,0.999950011327578,1.00028377797811,0.999955012406478,"diag_e",1.04381044549331,17182.2244417756,0.600000000000023,"mvnc",0.5
"101","jags",52953,2,0.5,0.710000000000036,6927.92604685835,7222.86100671822,20000,7067.32726062146,1.00005556098287,1.00044241415249,1.00024898756768,NA,NA,9757.64231951831,0.710000000000036,"mvnc",0.5
"102","stan.nuts",52953,2,0.8,0.590000000000032,9870.70310470365,12037.0396242403,20000,10413.977355653,0.999951433443985,1.00001815679389,0.999996838305747,"diag_e",1.08135522936412,16730.0052622087,0.590000000000032,"mvnc",0.5
"103","jags",75834,2,0.5,0.699999999999989,6149.40708341089,6402.73441929752,20000,6479.6321410076,0.999956343231923,0.999973919700381,0.999965131466152,NA,NA,8784.86726201569,0.699999999999989,"mvnc",0.5
"104","stan.nuts",75834,2,0.8,0.550000000000011,10502.5455284091,12955.1129947001,20000,10468.2125088668,1.00000094464064,1.00046550500013,1.00001511521471,"diag_e",0.906648819602897,19095.5373243798,0.550000000000011,"mvnc",0.5
"105","jags",23712,2,0.5,0.699999999999989,6907.5120699395,6943.25908181152,20000,7068.07355356638,0.999953280881045,1.00023518224842,1.00009423156473,NA,NA,9867.87438562802,0.699999999999989,"mvnc",0.5
"106","stan.nuts",23712,2,0.8,0.550000000000011,9529.73871368584,11465.5711309672,20000,9625.12921205616,0.999950005940056,0.999993997245821,0.999988465069053,"diag_e",1.05963270196379,17326.7976612466,0.550000000000011,"mvnc",0.5
"107","jags",80542,2,0.5,0.660000000000025,7589.58913847829,7674.10331883762,20000,7627.12754107794,1.00014695101021,1.00029009387118,1.00021852244069,NA,NA,11499.3774825424,0.660000000000025,"mvnc",0.5
"108","stan.nuts",80542,2,0.8,0.529999999999973,8999.71652175936,10760.7332399498,20000,9085.52767782259,1.00010746110528,1.00033092604725,1.00020069936622,"diag_e",1.14997892440297,16980.5972108676,0.529999999999973,"mvnc",0.5
"109","jags",38632,2,0.5,0.670000000000016,6644.3621906189,6807.43529236848,20000,7181.79250449972,0.999958541028307,1.00006004815803,1.00000929459317,NA,NA,9916.95849346082,0.670000000000016,"mvnc",0.5
"110","stan.nuts",38632,2,0.8,0.569999999999993,10003.9769131081,13219.6611767456,20000,10139.1829759645,1.00005111146711,1.00007524080029,1.00006286006187,"diag_e",0.991132704068734,17550.8366896635,0.569999999999993,"mvnc",0.5
"111","jags",47339,2,0.5,0.659999999999968,7474.51792342407,7524.6867039491,20000,7416.80134860641,0.999949999902522,0.999962961330074,0.999956480616298,NA,NA,11325.0271567037,0.659999999999968,"mvnc",0.5
"112","stan.nuts",47339,2,0.8,0.529999999999973,9541.73783199879,11832.2061779368,20000,9743.81032484089,0.999951256075721,1.00020078307663,1.0001758967679,"diag_e",1.0899320776184,18003.2789283005,0.529999999999973,"mvnc",0.5
"113","jags",54263,2,0.5,0.669999999999959,7149.13741066151,7163.80597863014,20000,7290.04962485403,1.00066740352514,1.00075845916289,1.00071293134401,NA,NA,10670.3543442716,0.669999999999959,"mvnc",0.5
"114","stan.nuts",54263,2,0.8,0.559999999999945,10348.9938514554,13066.7530823394,20000,10472.7267459667,1.00000331145104,1.00023669415774,1.00009497797662,"diag_e",0.993432378819931,18480.346163315,0.559999999999945,"mvnc",0.5
"115","jags",15202,2,0.5,0.769999999999982,7435.42436918767,7542.20428134603,20000,7378.42590754533,0.999952600073301,0.9999965349815,0.9999745675274,NA,NA,9656.39528465954,0.769999999999982,"mvnc",0.5
"116","stan.nuts",15202,2,0.8,0.560000000000059,9592.12000627192,12226.4684803525,20000,9678.87198068974,0.999961027201831,1.0000345300716,0.999995533356987,"diag_e",1.05091686549882,17128.7857254838,0.560000000000059,"mvnc",0.5
"117","jags",26482,2,0.5,0.670000000000073,6834.51987404556,7043.36363350347,20000,6830.99502152533,1.00018356917733,1.00029756255325,1.00024056586529,NA,NA,10200.7759314102,0.670000000000073,"mvnc",0.5
"118","stan.nuts",26482,2,0.8,0.830000000000041,9920.12479696693,13127.8522182683,20000,9878.34324606326,0.999965419283801,1.00027288648764,1.00008807082729,"diag_e",0.961416685771875,11951.9575867066,0.830000000000041,"mvnc",0.5
"119","jags",32386,2,0.5,0.649999999999977,7590.34112871535,7635.94005438925,20000,7561.78978890567,1.00042717207652,1.00069958372496,1.00056337790074,NA,NA,11677.4478903317,0.649999999999977,"mvnc",0.5
"120","stan.nuts",32386,2,0.8,0.579999999999927,9284.30389580746,11721.2702299583,20000,9373.76106172118,0.999962620099375,1.00001630827408,0.999969754692714,"diag_e",1.13576361106875,16007.4205100149,0.579999999999927,"mvnc",0.5
"121","jags",59189,2,0.5,0.669999999999959,3485.67542437542,3494.95727640782,20000,3366.33007005799,0.999950518859789,0.999973412812952,0.999961965836371,NA,NA,5202.50063339647,0.669999999999959,"mvnc",0.75
"122","stan.nuts",59189,2,0.8,0.659999999999968,6469.09744390093,6580.69243653513,20000,6875.75807770212,0.99998807482084,1.00003097179899,1.00003072068077,"diag_e",0.69348834905406,9801.66279378976,0.659999999999968,"mvnc",0.75
"123","jags",33032,2,0.5,0.690000000000055,3230.69778428803,3233.10494873564,20000,3407.25691193877,0.999963429629936,0.999974470437093,0.999968950033515,NA,NA,4682.17070186634,0.690000000000055,"mvnc",0.75
