"","platform","seed","Npar","Nsims","delta.mean","delta.target","eps.final","max_treedepths","ndivergent","nsteps.mean","nsteps.median","nsteps.sd","metric","model","cor"
"40","stan.nuts",10,5,20000,0.88014053158409,0.8,0.785167772837725,0,0,3.6789,3,1.63604053172013,"diag_e","mvnd",1
"41","stan.nuts",1,25,20000,0.871045871391284,0.8,0.595262012782968,0,0,6.7541,7,0.960718137107314,"diag_e","mvnd",0
"42","stan.nuts",2,25,20000,0.850748060874022,0.8,0.629696701145907,0,0,6.444,7,1.38382070659005,"diag_e","mvnd",0
"43","stan.nuts",3,25,20000,0.882356313279454,0.8,0.568992125877134,0,0,6.8686,7,0.712993308504995,"diag_e","mvnd",0
"44","stan.nuts",4,25,20000,0.889066569889553,0.8,0.55489924166548,0,0,6.9076,7,0.600899570656113,"diag_e","mvnd",0
"45","stan.nuts",5,25,20000,0.884224305989816,0.8,0.559649040592633,0,0,6.896,7,0.636556564818093,"diag_e","mvnd",0
"46","stan.nuts",6,25,20000,0.855308601868541,0.8,0.626568777689811,0,0,6.4804,7,1.34480714800051,"diag_e","mvnd",0
"47","stan.nuts",7,25,20000,0.86659382795488,0.8,0.606916363637947,0,0,6.6948,7,1.06193660143498,"diag_e","mvnd",0
"48","stan.nuts",8,25,20000,0.870231746152216,0.8,0.597749271506473,0,0,6.716,7,1.02732505558781,"diag_e","mvnd",0
"49","stan.nuts",9,25,20000,0.895079615673398,0.8,0.54862550870936,0,0,6.9368,7,0.498816800950054,"diag_e","mvnd",0
"50","stan.nuts",10,25,20000,0.879469396007675,0.8,0.57512525303968,0,0,6.8304,7,0.806020051497586,"diag_e","mvnd",0
"51","stan.nuts",1,25,20000,0.8619780614489,0.8,0.542792929406941,0,0,6.8682,7,0.714040792050871,"diag_e","mvnd",1
"52","stan.nuts",2,25,20000,0.900929449047224,0.8,0.471507317520128,0,0,6.989,7,0.286850334069368,"diag_e","mvnd",1
"53","stan.nuts",3,25,20000,0.824926353748393,0.8,0.60243367215552,0,0,6.4922,7,1.33170110437424,"diag_e","mvnd",1
"54","stan.nuts",4,25,20000,0.878989089982357,0.8,0.510045424388605,0,0,6.9522,7,0.43465458266342,"diag_e","mvnd",1
"55","stan.nuts",5,25,20000,0.864110280130132,0.8,0.535156039440025,0,0,6.8926,7,0.646595812163376,"diag_e","mvnd",1
"56","stan.nuts",6,25,20000,0.859108638049929,0.8,0.544009715292721,0,0,6.8586,7,0.738669968027727,"diag_e","mvnd",1
"57","stan.nuts",7,25,20000,0.889684749972139,0.8,0.492753104032864,0,0,6.9736,7,0.331222773109385,"diag_e","mvnd",1
"58","stan.nuts",8,25,20000,0.86666156607481,0.8,0.533293029345425,0,0,6.9012,7,0.620852504941105,"diag_e","mvnd",1
"59","stan.nuts",9,25,20000,0.882952914807162,0.8,0.504196960937017,0,0,6.958,7,0.407730685889118,"diag_e","mvnd",1
"60","stan.nuts",10,25,20000,0.807501308212816,0.8,0.623425214436478,0,0,6.1888,7,1.60837927871358,"diag_e","mvnd",1
"61","stan.nuts",1,50,20000,0.873558483466048,0.8,0.507709438683482,0,0,6.9996,7,0.0399989999374959,"diag_e","mvnd",0
"62","stan.nuts",2,50,20000,0.881809122708369,0.8,0.483107037154968,0,0,6.9998,7,0.0282842712474619,"diag_e","mvnd",0
"63","stan.nuts",3,50,20000,0.878329830734969,0.8,0.492147419501464,0,0,6.9998,7,0.0282842712474619,"diag_e","mvnd",0
"64","stan.nuts",4,50,20000,0.871681866618254,0.8,0.511357617691931,0,0,6.9998,7,0.0282842712474619,"diag_e","mvnd",0
"65","stan.nuts",5,50,20000,0.884846632388169,0.8,0.477401253330948,0,0,7,7,0,"diag_e","mvnd",0
"66","stan.nuts",6,50,20000,0.874663284386303,0.8,0.503126162785034,0,0,6.9996,7,0.0399989999374959,"diag_e","mvnd",0
"67","stan.nuts",7,50,20000,0.799397949274829,0.8,0.626008077730957,0,0,6.8666,7,0.718213221482016,"diag_e","mvnd",0
"68","stan.nuts",8,50,20000,0.861173718883516,0.8,0.524824725827202,0,0,6.999,7,0.0632392280155127,"diag_e","mvnd",0
"69","stan.nuts",9,50,20000,0.842942798401696,0.8,0.55702341966454,0,0,6.9942,7,0.152208798615319,"diag_e","mvnd",0
"70","stan.nuts",10,50,20000,0.870568526397611,0.8,0.51523935380846,0,0,7,7,0,"diag_e","mvnd",0
"71","stan.nuts",1,50,20000,0.879668153335416,0.8,0.385862815482774,0,0,8.184,7,2.84087091001622,"diag_e","mvnd",1
"72","stan.nuts",2,50,20000,0.862985666994854,0.8,0.412162594798423,0,0,7.2776,7,1.46418763560946,"diag_e","mvnd",1
"73","stan.nuts",3,50,20000,0.875806953179707,0.8,0.392990351804592,0,0,7.7924,7,2.38989284684292,"diag_e","mvnd",1
"74","stan.nuts",4,50,20000,0.886622660480703,0.8,0.375373766781662,0,0,8.8708,7,3.38630782919033,"diag_e","mvnd",1
"75","stan.nuts",5,50,20000,0.888734162028399,0.8,0.373062716349497,0,0,9.0464,7,3.49056675094635,"diag_e","mvnd",1
"76","stan.nuts",6,50,20000,0.894899442856235,0.8,0.362633957667314,0,0,9.9612,7,3.86285395038851,"diag_e","mvnd",1
"77","stan.nuts",7,50,20000,0.908579966458717,0.8,0.337914009065139,0,0,12.258,15,3.79712482120951,"diag_e","mvnd",1
"78","stan.nuts",8,50,20000,0.851220068148483,0.8,0.425505457275406,0,0,7.0904,7,0.845614328863731,"diag_e","mvnd",1
"79","stan.nuts",9,50,20000,0.885415434705459,0.8,0.377885576129,0,0,8.666,7,3.24853376903834,"diag_e","mvnd",1
"80","stan.nuts",10,50,20000,0.875324361459367,0.8,0.394535043276365,0,0,7.7676,7,2.35624019008922,"diag_e","mvnd",1
"81","stan.nuts",1,100,20000,0.876073564505302,0.8,0.420127853395456,0,0,7,7,0,"diag_e","mvnd",0
"82","stan.nuts",2,100,20000,0.842023636074677,0.8,0.476113284236381,0,0,7,7,0,"diag_e","mvnd",0
"83","stan.nuts",3,100,20000,0.850985567054867,0.8,0.456101996959078,0,0,7,7,0,"diag_e","mvnd",0
"84","stan.nuts",4,100,20000,0.87658911885287,0.8,0.415149896959613,0,0,7.0004,7,0.0565685424949238,"diag_e","mvnd",0
"85","stan.nuts",5,100,20000,0.861646259938029,0.8,0.439102163659668,0,0,7,7,0,"diag_e","mvnd",0
"86","stan.nuts",6,100,20000,0.867985888137372,0.8,0.429296428501037,0,0,7,7,0,"diag_e","mvnd",0
"87","stan.nuts",7,100,20000,0.897711873413974,0.8,0.379954367659751,0,0,9.7128,7,3.78732535592964,"diag_e","mvnd",0
"88","stan.nuts",8,100,20000,0.86029072646521,0.8,0.442522987481789,0,0,7,7,0,"diag_e","mvnd",0
"89","stan.nuts",9,100,20000,0.859839644615746,0.8,0.44265114326744,0,0,7,7,0,"diag_e","mvnd",0
"90","stan.nuts",10,100,20000,0.855494205531945,0.8,0.45397574450133,0,0,7,7,0,"diag_e","mvnd",0
