"","platform","seed","Npar","delta.target","time","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","metric","eps.final","samples.per.time","time.total","model"
"29","jags",38632,177,0.5,1455.11,186.664675200906,7678.0868178428,20000,285.892354314109,0.999950004154352,1.00435453565299,1.00001376290263,NA,NA,0.128282174681575,1455.11,"swallows_nc"
"30","stan.nuts",38632,177,0.8,2824.57000000001,1241.18702833256,11710.490842772,20000,1372.44804707323,0.99994999874994,1.00219986422822,1.00000095291051,"diag_e",0.189692781399986,0.439425126066111,2824.57000000001,"swallows_nc"
"31","jags",47339,177,0.5,1510.25,124.603191119365,7721.79503940287,20000,150.715250020163,0.999950001232747,1.00401348866677,1.0000362735965,NA,NA,0.0825050098456317,1510.25,"swallows_nc"
"32","stan.nuts",47339,177,0.8,3098.34,1376.38515536935,20000,20000,1538.08601315895,0.99995000549461,1.00029991599268,0.999973868944147,"diag_e",0.150998519222125,0.444233091064682,3098.34,"swallows_nc"
"33","jags",54263,177,0.5,1365.73000000001,135.145794589051,7767.01746560716,20000,178.394380918215,0.999949999149307,1.00101301904656,1.00004254461527,NA,NA,0.0989549871417116,1365.73000000001,"swallows_nc"
"34","stan.nuts",54263,177,0.8,2899.98000000001,1683.8209285038,20000,20000,1861.6250714486,0.99995000379668,1.00132846524998,0.999987919027706,"diag_e",0.163950766220113,0.580631910738625,2899.98000000001,"swallows_nc"
"35","jags",15202,177,0.5,1334.67000000001,83.6922099847282,7643.29592493345,20000,100.278409238765,0.999950000863101,1.01391375684585,1.00002454864471,NA,NA,0.0627062944283811,1334.67000000001,"swallows_nc"
"36","stan.nuts",15202,177,0.8,2908.56,1830.43411519226,20000,20000,1814.36708787114,0.999950011403149,1.00086601917826,0.999983834333774,"diag_e",0.158372753650635,0.629326579198044,2908.56,"swallows_nc"
"37","jags",26482,177,0.5,1316.28,128.557010259766,7700.82773814101,20000,142.838025688623,0.999950046376098,1.01489034158801,1.00005499969082,NA,NA,0.0976669175705518,1316.28,"swallows_nc"
"38","stan.nuts",26482,177,0.8,2975.77,304.950756771307,20000,20000,334.821127203007,0.99994999995616,1.00793467640182,1.00005127281948,"diag_e",0.172486241222366,0.102477932357442,2975.77,"swallows_nc"
"39","jags",32386,177,0.5,1314.11,209.448377405351,7810.84017779248,20000,237.768127555235,0.999950001124246,1.00404233791659,1.00003638539116,NA,NA,0.159384204827108,1314.11,"swallows_nc"
"40","stan.nuts",32386,177,0.8,2897.03999999999,958.169298672873,20000,20000,1068.4945406192,0.999949999840569,1.00176937352955,0.999971086896527,"diag_e",0.142395008500481,0.330740790141964,2897.03999999999,"swallows_nc"
