"","platform","seed","Npar","delta.target","time.warmup","time.sampling","minESS","medianESS","Nsims","minESS.coda","metric","eps.final","samples.per.sampling.time","samples.per.time","time.total","model"
"35","jags",6,50,0.5,1.76999999999998,623.8,5.60179670043808,16.7235208321314,2000,9.65656171077032,NA,NA,0.0089801165444663,0.00895470802698032,625.57,"mvn"
"36","stan.nuts",6,50,0.8,0.338,0.621,669.002134825158,2000,2000,650.907320206646,"diag_e",0.466908317555248,1077.29812371201,697.603894499643,0.959,"mvn"
"37","jags",1,100,0.5,14.96,5933.46,6.24622138924135,15.6078477715679,2000,8.03676468193506,NA,NA,0.00105271146839135,0.00105006394794607,5948.42,"mvn"
"38","stan.nuts",1,100,0.8,1.493,4.149,746.278931076151,2000,2000,756.155393755675,"diag_e",0.347194824103554,179.86959052209,132.272054426826,5.642,"mvn"
"39","jags",2,100,0.5,15.2100000000009,5917.05,6.6184600879702,16.3557019267023,2000,8.7434296138639,NA,NA,0.00111854050379331,0.00111567262526764,5932.26,"mvn"
"40","stan.nuts",2,100,0.8,1.517,2.322,634.243319664053,2000,2000,718.217897746182,"diag_e",0.434656236571128,273.145271173149,165.210554744479,3.839,"mvn"
"41","jags",3,100,0.5,15.0900000000001,5882.57,4.60898186178993,17.0127419093065,2000,9.61283348957517,NA,NA,0.000783498005427888,0.000781493314601034,5897.66,"mvn"
"42","stan.nuts",3,100,0.8,1.53,3.889,730.66253412432,2000,2000,705.424903007034,"diag_e",0.359240561814589,187.879283652435,134.833462654423,5.419,"mvn"
"43","jags",4,100,0.5,15.2299999999996,5901.39,5.24107666322611,15.6367869562303,2000,8.98343568391383,NA,NA,0.000888108846089838,0.000885822760837456,5916.62,"mvn"
"44","stan.nuts",4,100,0.8,1.497,2.541,802.449114760069,1586.07800209995,2000,843.15328104674,"diag_e",0.390574189861721,315.800517418366,198.724396919284,4.038,"mvn"
"45","jags",5,100,0.5,15.0999999999985,5894.93,5.29014437690415,15.861636057859,2000,8.87324205112067,NA,NA,0.000897405800731162,0.000895112948141405,5910.03,"mvn"
"46","stan.nuts",5,100,0.8,1.56,2.604,672.697845201221,1627.67757757437,2000,686.618070212409,"diag_e",0.391194467485037,258.332505837642,161.550875408555,4.164,"mvn"
"47","jags",6,100,0.5,15.1999999999971,5903.96,4.8839519498608,16.625888779606,2000,10.2009895697562,NA,NA,0.000827233238345247,0.000825108959693742,5919.16,"mvn"
"48","stan.nuts",6,100,0.8,1.518,3.776,839.332337640038,2000,2000,824.213962178134,"diag_e",0.363402590849086,222.280809756366,158.544075867026,5.294,"mvn"
