"","platform","seed","Npar","delta.target","time.warmup","time.sampling","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","metric","eps.final","samples.per.sampling.time","samples.per.time","time.total","model"
"35","jags",6,106,0.5,0.299999999999272,56.2999999999993,242.935265394909,2505.13477315991,10000,203.012677263812,0.999900126986829,1.00256419748897,1.00006485149305,NA,NA,4.31501359493628,4.29214249814338,56.5999999999985,"growth_nct"
"36","stan.nuts",6,106,0.8,39.238,82.883,1538.87895882227,9290.12348470608,10000,1804.18912328343,0.99989999567546,1.00126197123631,0.999977308867566,"diag_e",0.121077187832374,18.5668829412819,12.601263982626,122.121,"growth_nct"
"37","jags",1,206,0.5,0.55000000000291,119.170000000002,266.039886351508,3107.86494054425,10000,226.398350996546,0.999900017971587,1.00398187087749,1.00007415956148,NA,NA,2.23244009693298,2.22218414927746,119.720000000005,"growth_nct"
"38","stan.nuts",1,206,0.8,80.908,182.792,1477.2999418568,10000,10000,1738.22294762453,0.999900002384626,1.00076118052819,0.99995001056925,"diag_e",0.115611066040335,8.0818632208018,5.60219924860372,263.7,"growth_nct"
"39","jags",2,206,0.5,0.579999999998108,120.09,266.039886351508,3107.86494054425,10000,226.398350996546,0.999900017971587,1.00398187087749,1.00007415956148,NA,NA,2.21533754976691,2.2046895363513,120.669999999998,"growth_nct"
"40","stan.nuts",2,206,0.8,79.532,173.005,1444.73010244784,10000,10000,1533.64533470343,0.999899995397031,1.00078936844679,0.999950148537965,"diag_e",0.117586110912063,8.35079970201926,5.72086507105035,252.537,"growth_nct"
"41","jags",3,206,0.5,0.56000000000131,120.289999999997,266.039886351508,3107.86494054425,10000,226.398350996546,0.999900017971587,1.00398187087749,1.00007415956148,NA,NA,2.21165422189304,2.20140576211428,120.849999999999,"growth_nct"
"42","stan.nuts",3,206,0.8,78.559,139.951,1806.70571229545,10000,10000,1911.18457490189,0.9998999971796,1.00103009098041,0.99994654018014,"diag_e",0.140257585425775,12.9095591478121,8.26829761702189,218.51,"growth_nct"
"43","jags",4,206,0.5,0.55000000000291,119.959999999999,266.039886351508,3107.86494054425,10000,226.398350996546,0.999900017971587,1.00398187087749,1.00007415956148,NA,NA,2.21773829902893,2.20761668203057,120.510000000002,"growth_nct"
"44","stan.nuts",4,206,0.8,83.69,140.016,1727.73243160671,10000,10000,1706.76448940763,0.999900000921035,1.00044820878015,0.999941387883151,"diag_e",0.141796803875485,12.3395357073957,7.72322794921331,223.706,"growth_nct"
"45","jags",5,206,0.5,0.569999999999709,120.549999999999,266.039886351508,3107.86494054425,10000,226.398350996546,0.999900017971587,1.00398187087749,1.00007415956148,NA,NA,2.20688416716308,2.19649840118486,121.119999999999,"growth_nct"
