"X","platform","seed","Npar","delta.target","time","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","metric","eps.final","samples.per.time","time.total","model","cor","mean.efficiency","sd.efficiency","median.efficiency","lwr.efficiency","upr.efficiency"
188,"stan.nuts",80542,2,0.8,0.730000000000018,5695.95527539874,5828.82334823625,20000,5682.46328739643,0.999952400640228,0.999978047532832,0.999973034104237,"diag_e",0.536696018911194,7802.67845945014,0.730000000000018,"mvnc",0.85,7679.02038737372,540.614372840476,7677.56297175371,6591.41069068086,8693.29855610164
190,"stan.nuts",38632,2,0.8,0.769999999999982,5204.9264874941,5231.95069499129,20000,5370.67690088535,0.999969734476884,1.00018500428331,0.999976637983118,"diag_e",0.557768426788694,6759.64478895353,0.769999999999982,"mvnc",0.85,7679.02038737372,540.614372840476,7677.56297175371,6591.41069068086,8693.29855610164
192,"stan.nuts",47339,2,0.8,0.700000000000045,5330.75332217895,5555.36671485234,20000,5694.01257661542,0.999961571056302,1.00021362658299,1.0001379970798,"diag_e",0.528150211882849,7615.36188882657,0.700000000000045,"mvnc",0.85,7679.02038737372,540.614372840476,7677.56297175371,6591.41069068086,8693.29855610164
194,"stan.nuts",54263,2,0.8,0.75,6131.09354595011,6165.0755401747,20000,6057.44750732116,1.0000320218261,1.00025417197598,1.00007039855596,"diag_e",0.487335563965024,8174.79139460015,0.75,"mvnc",0.85,7679.02038737372,540.614372840476,7677.56297175371,6591.41069068086,8693.29855610164
196,"stan.nuts",15202,2,0.8,0.75,5593.11285707905,5675.52928177381,20000,5762.427696044,0.999957331119926,1.00111427314425,1.00092926238254,"diag_e",0.451529682346432,7457.48380943873,0.75,"mvnc",0.85,7679.02038737372,540.614372840476,7677.56297175371,6591.41069068086,8693.29855610164
198,"stan.nuts",26482,2,0.8,0.759999999999991,5852.17624952791,5861.09875793711,20000,6104.84727859848,0.999959148947878,1.00016645382316,0.999980776458294,"diag_e",0.477282064901482,7700.23190727366,0.759999999999991,"mvnc",0.85,7679.02038737372,540.614372840476,7677.56297175371,6591.41069068086,8693.29855610164
200,"stan.nuts",32386,2,0.8,0.690000000000055,5531.48761740645,5614.64310124145,20000,5462.47726284352,0.999950768705956,0.999953373855537,0.999951261452236,"diag_e",0.624615679108159,8016.64872087828,0.690000000000055,"mvnc",0.85,7679.02038737372,540.614372840476,7677.56297175371,6591.41069068086,8693.29855610164
202,"stan.nuts",59189,2,0.8,0.759999999999991,5055.82933354179,5244.69215462426,20000,5519.15401280141,1.00036120649907,1.00061905322632,1.00043331952008,"diag_e",0.430762964940827,6652.40701781822,0.759999999999991,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
204,"stan.nuts",33032,2,0.8,0.769999999999982,6014.29061093189,6152.87888396543,20000,6019.31093938921,0.999974634444145,1.00000999935632,0.999999181592479,"diag_e",0.469404489841098,7810.76702718445,0.769999999999982,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
206,"stan.nuts",19139,2,0.8,0.769999999999982,5487.56099148438,5966.47239599556,20000,5722.1502875699,0.999991132235041,1.00000163801426,0.99999362937447,"diag_e",0.451355432670156,7126.70258634352,0.769999999999982,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
208,"stan.nuts",78362,2,0.8,0.810000000000059,5150.85546445667,5199.83005028547,20000,4983.40002029738,0.999968502749629,1.00016294539853,1.00013237633025,"diag_e",0.383954653745509,6359.08082031641,0.810000000000059,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
210,"stan.nuts",61413,2,0.8,0.810000000000059,5149.1586926326,5326.21345924034,20000,5458.20406904662,0.999990019893641,1.00005394327683,1.00000751948844,"diag_e",0.416466099753703,6356.9860402867,0.810000000000059,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
212,"stan.nuts",72018,2,0.8,0.759999999999991,5869.03182795399,5976.03424119342,20000,6028.22846200439,0.999955618956014,0.99996251337195,0.999958657941327,"diag_e",0.45334882387152,7722.41029993955,0.759999999999991,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
214,"stan.nuts",66788,2,0.8,0.779999999999973,5991.17750064296,6011.31851409494,20000,6026.71257132189,0.999965294042424,1.00002490801783,0.999970150377472,"diag_e",0.431190962114916,7680.99679569637,0.779999999999973,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
216,"stan.nuts",19639,2,0.8,0.809999999999945,4979.32115204924,4997.48761270246,20000,5008.78116030141,0.999952880527457,0.999981957014136,0.999970588261176,"diag_e",0.405985241087205,6147.31006425873,0.809999999999945,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
218,"stan.nuts",68716,2,0.8,0.800000000000068,5324.22070027634,5392.67785277062,20000,5189.88454253837,0.999951280276155,1.00006617451283,0.999969937250627,"diag_e",0.428538816106562,6655.27587534486,0.800000000000068,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
220,"stan.nuts",34163,2,0.8,0.789999999999964,6268.62972821568,6338.49685222324,20000,6158.20344288287,0.999952836508716,1.00076604285156,0.999956960562454,"diag_e",0.466465706370691,7934.97433951389,0.789999999999964,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
222,"stan.nuts",52953,2,0.8,0.959999999999923,5468.17034464566,5559.39168599114,20000,5700.65211625388,1.00015324419671,1.00040345864271,1.00034926073111,"diag_e",0.45562207286731,5696.01077567302,0.959999999999923,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
224,"stan.nuts",75834,2,0.8,0.779999999999973,5579.32703302143,5647.23098133649,20000,5543.69869683648,0.999950351407611,1.00003069985835,1.00001931810804,"diag_e",0.441704893050892,7152.98337566875,0.779999999999973,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
226,"stan.nuts",23712,2,0.8,0.75,6055.05186757863,6122.76767123602,20000,5932.57054451025,0.999964526844973,1.0002022659636,1.00014247681069,"diag_e",0.4789534553881,8073.40249010483,0.75,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
228,"stan.nuts",80542,2,0.8,0.799999999999955,5639.72506953265,5717.10836498298,20000,5637.71114379314,1.00007589966969,1.00028959472032,1.00008224332036,"diag_e",0.428492362136126,7049.65633691621,0.799999999999955,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
230,"stan.nuts",38632,2,0.8,0.810000000000059,5440.49962142357,5495.7814307783,20000,5333.76095267433,0.999970974185366,1.00002856461931,1.00001544979238,"diag_e",0.390271703639196,6716.66619928786,0.810000000000059,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
232,"stan.nuts",47339,2,0.8,0.82000000000005,5420.60753407248,5426.07963574361,20000,5377.0129319467,0.999950125672878,1.00091796554263,0.999951999215124,"diag_e",0.400820774395174,6610.49699277091,0.82000000000005,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
234,"stan.nuts",54263,2,0.8,0.800000000000068,5790.38261270178,5832.48432312321,20000,5651.58257594431,1.00005212693889,1.00020438146558,1.00019553788561,"diag_e",0.442323440525364,7237.97826587661,0.800000000000068,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
236,"stan.nuts",15202,2,0.8,0.769999999999982,5181.33589727835,5889.40981779984,20000,5706.3345345463,0.999961352038552,1.00034797612599,1.00032936415839,"diag_e",0.455274124977128,6729.00765880321,0.769999999999982,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
238,"stan.nuts",26482,2,0.8,0.810000000000059,5174.04313397576,5176.64701542692,20000,5440.16288991788,1.00009630697669,1.00032924898438,1.00021912806564,"diag_e",0.427075197084647,6387.70757280911,0.810000000000059,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
240,"stan.nuts",32386,2,0.8,0.860000000000014,5410.39908811657,5462.07865208957,20000,5243.88629955882,1.0000666416007,1.00040535553483,1.00019307638824,"diag_e",0.394724999078291,6291.161730368,0.860000000000014,"mvnc",0.9,6919.59911324906,661.448424691032,6722.83692904553,5696.01077567302,8073.40249010483
242,"stan.nuts",59189,2,0.8,0.949999999999932,3572.3118603261,3637.37920523166,20000,3486.10292578673,0.999960538861705,1.0002095969773,0.999976513582292,"diag_e",0.278979635472904,3760.32827402775,0.949999999999932,"mvnc",0.95,4004.07860112323,427.727822433156,3871.82467442805,3339.82824421159,4928.37368847237
244,"stan.nuts",33032,2,0.8,0.950000000000045,3696.91055248289,3714.33780191609,20000,3433.84610089554,0.99995007949196,1.00000674079613,0.999975471628199,"diag_e",0.295600847271484,3891.48479208707,0.950000000000045,"mvnc",0.95,4004.07860112323,427.727822433156,3871.82467442805,3339.82824421159,4928.37368847237
