"","platform","seed","Npar","delta.target","time","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","metric","eps.final","samples.per.time","time.total","model"
"1","jags",1,2,0.5,1.17,7650.72037148258,8003.52629679852,20000,8189.4472038486,1.00000023320967,1.00013548061534,1.0000678569125,NA,NA,6539.07724058339,1.17,"mvnc"
"2","stan.nuts",1,2,0.8,1.01,5751.1455062779,8209.11786209246,20000,6068.54161127977,0.999954795493418,1.00028253421713,0.999969836207434,"diag_e",0.724302322512232,5694.20347156229,1.01,"mvnc"
"3","jags",2,2,0.5,1.19,8083.24457860906,8233.58205104561,20000,8242.57289132284,0.999969053107922,1.0001046258106,1.00003683945926,NA,NA,6792.64250303283,1.19,"mvnc"
"4","stan.nuts",2,2,0.8,0.890000000000001,6747.23226052788,8357.82987148572,20000,6682.01486904677,0.999950773848192,0.999982029360182,0.999966020061158,"diag_e",0.792978208624695,7581.15984328975,0.890000000000001,"mvnc"
"5","jags",3,2,0.5,1.14,8285.12567822985,8285.88005689064,20000,8305.28266570958,0.999950097475635,0.99996555391725,0.999957825696442,NA,NA,7267.65410371039,1.14,"mvnc"
"6","stan.nuts",3,2,0.8,0.839999999999996,7169.4855071937,8722.05403509337,20000,7173.32143294553,0.999961134890632,0.999986645385299,0.99996913105235,"diag_e",0.780919269560555,8535.10179427825,0.839999999999996,"mvnc"
"7","jags",4,2,0.5,1.11,8059.08861067534,8120.89792113947,20000,8050.4964660115,1.00004234828541,1.00023725140729,1.00013979984635,NA,NA,7260.44018979761,1.11,"mvnc"
"8","stan.nuts",4,2,0.8,0.900000000000006,5893.34196033693,7658.97548421289,20000,6464.91966438611,0.999958164655025,1.00000100202103,0.999963960859148,"diag_e",0.68379473841744,6548.15773370766,0.900000000000006,"mvnc"
"9","jags",5,2,0.5,1.12,7680.27878471623,7868.73298671733,20000,8043.84883763782,1.0000181543739,1.00037275011079,1.00019545224235,NA,NA,6857.39177206803,1.12,"mvnc"
"10","stan.nuts",5,2,0.8,0.890000000000001,6237.75660707559,8511.03727367605,20000,6531.77165912217,0.999983831132513,1.00004300317655,0.999999220825355,"diag_e",0.72006138842684,7008.71528884897,0.890000000000001,"mvnc"
"11","jags",6,2,0.5,1.16999999999999,7594.77738140509,7878.19674893324,20000,6996.33728074618,0.999985463331617,1.0000747819766,1.00003012265411,NA,NA,6491.26271914972,1.16999999999999,"mvnc"
"12","stan.nuts",6,2,0.8,0.939999999999998,6765.35212059688,8632.53853757771,20000,6607.33360686804,1.00000449694869,1.00004469548436,1.00000870190992,"diag_e",0.746650840801434,7197.18310701797,0.939999999999998,"mvnc"
"13","jags",7,2,0.5,1.15000000000001,8395.54334648421,8443.19266920869,20000,8458.90656785889,0.999992225110825,1.00003195208916,1.00001208859999,NA,NA,7300.47247520362,1.15000000000001,"mvnc"
"14","stan.nuts",7,2,0.8,0.859999999999999,7067.79518551242,9371.59743003187,20000,7118.57951189222,0.999956727408135,0.99995914326135,0.999958670771531,"diag_e",0.850029708258964,8218.36649478189,0.859999999999999,"mvnc"
"15","jags",8,2,0.5,1.2,7502.58557852659,7912.8659396108,20000,7875.6651205312,0.999950424623188,0.999960604084262,0.999955514353725,NA,NA,6252.15464877215,1.2,"mvnc"
"16","stan.nuts",8,2,0.8,0.920000000000002,5743.35705599692,7262.89212864313,20000,5890.89971970093,0.999950254014783,1.00002205674702,0.99995216415306,"diag_e",0.672169585024693,6242.77940869229,0.920000000000002,"mvnc"
"17","jags",9,2,0.5,1.14,8400.20008899912,8469.76535419536,20000,8401.54096823772,1.00004056221255,1.00028886547429,1.00016471384342,NA,NA,7368.59656929747,1.14,"mvnc"
"18","stan.nuts",9,2,0.8,0.890000000000001,6534.90643390093,8140.86519716334,20000,6595.50201549024,1.00009582134946,1.00015199263315,1.00015124388124,"diag_e",0.722994803616123,7342.59149876508,0.890000000000001,"mvnc"
"19","jags",10,2,0.5,1.16,7499.27188575329,7934.49505572579,20000,8137.45384531001,1.00051896194309,1.00080670249271,1.0006628322179,NA,NA,6464.88955668389,1.16,"mvnc"
"20","stan.nuts",10,2,0.8,0.890000000000001,6720.95218925135,8621.29548740189,20000,6578.1593441612,0.999986584007009,1.00028766142103,1.00013987769526,"diag_e",0.714698709711878,7551.63167331611,0.890000000000001,"mvnc"
