"","platform","seed","Npar","delta.target","time.warmup","time.sampling","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","metric","eps.final","samples.per.sampling.time","samples.per.time","time.total","model"
"1","jags",1,66,0.5,0.1899999999996,2,11.0426708090748,183.658424964168,500,7.57970200926031,0.997998133412103,1.1192745245928,1.00286988810822,NA,NA,5.52133540453742,5.04231543793464,2.1899999999996,"growth_nct"
"2","stan.nuts",1,66,0.5,2.026,2.187,81.6887651338005,500,500,74.1537527946764,0.997998409009891,1.04808639108598,1.00037909162718,"diag_e",0.176890497195591,37.351973083585,19.3896902762403,4.213,"growth_nct"
"3","stan.nuts",1,66,0.7,3.699,2.292,90.7155882200297,500,500,96.0395027268198,0.997998096380693,1.00627818852531,0.998635648540538,"diag_e",0.154086932097237,39.5792269720897,15.141977669843,5.991,"growth_nct"
"4","stan.nuts",1,66,0.8,4.185,2.389,79.4497362475318,500,500,101.795294647188,0.997998412049394,1.00542075116205,0.998673856543645,"diag_e",0.157148545623503,33.2564823137429,12.0854481666462,6.574,"growth_nct"
"5","stan.nuts",1,66,0.9,4.753,2.542,101.051230071056,482.850883092734,500,117.669327939441,0.99799818038945,1.00790096652928,0.999285470836694,"diag_e",0.12006011163033,39.7526475495892,13.8521220111111,7.295,"growth_nct"
"6","stan.nuts",1,66,0.95,5.001,3.898,72.8836816690043,500,500,76.9810911512688,0.997998115983342,1.01640281645098,1.00087395438797,"diag_e",0.0962297552757837,18.6977120751678,8.19009795134333,8.899,"growth_nct"
"7","jags",2,66,0.5,0.180000000000291,1.80999999999949,20.0924705649003,185.551853417405,500,19.0227013486837,0.997997996458985,1.02397734435201,0.999866394190553,NA,NA,11.1008124667989,10.0967188768354,1.98999999999978,"growth_nct"
"8","stan.nuts",2,66,0.5,2.198,2.033,64.9890734534556,415.718488398749,500,109.060469693446,0.997998883616865,1.03130776989809,0.999108622954381,"diag_e",0.186564488117747,31.9670799082418,15.3602158954043,4.231,"growth_nct"
"9","stan.nuts",2,66,0.7,3.444,1.385,80.6764365983822,454.106412388179,500,84.0152353978885,0.997998015175453,1.01918352645029,0.999625597959173,"diag_e",0.222313078508218,58.2501347280738,16.7066549178675,4.829,"growth_nct"
"10","stan.nuts",2,66,0.8,4.388,2.438,82.9688505802517,500,500,124.907177436772,0.997997996585872,1.01328129188162,0.998871880510234,"diag_e",0.135815401802818,34.0315219771336,12.1548272165619,6.826,"growth_nct"
"11","stan.nuts",2,66,0.9,4.666,4.358,92.2195825177641,500,500,97.2402198578281,0.998000618890886,1.02477634006784,0.998687334027981,"diag_e",0.0828965910532946,21.1609872688766,10.2193686300714,9.024,"growth_nct"
"12","stan.nuts",2,66,0.95,4.605,4.154,70.169746574092,500,500,90.865427172995,0.997998207146838,1.02490780667544,0.999233966205817,"diag_e",0.0898833377019981,16.892091134832,8.01115955863591,8.759,"growth_nct"
