"","platform","seed","Npar","delta.target","time","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","metric","eps.final","samples.per.time","time.total","model"
"1","jags",1,28,0.5,19.55,8.35352410624604,855.39516712542,20000,8.27537414476431,1.00001630548486,1.24490873182264,1.00382637881911,NA,NA,0.427290235613608,19.55,"ss_logistic"
"2","stan.nuts",1,28,0.9,360.17,2477.75274563464,10608.4248718583,20000,3025.03517924177,0.999950070908771,1.00053978214371,1.00001958377497,"diag_e",0.0199236661221226,6.87939791108266,360.17,"ss_logistic"
"3","jags",2,28,0.5,19.05,16.7082806293991,1369.06624613866,20000,11.6784166483172,0.999950990272849,1.01496306741926,1.00024885336296,NA,NA,0.877075098656118,19.05,"ss_logistic"
"4","stan.nuts",2,28,0.9,364.2,3082.68605586072,20000,20000,3194.39565540508,0.999950313175399,1.00071901966983,0.999956731458401,"diag_e",0.0182423435330918,8.46426703970545,364.2,"ss_logistic"
"5","jags",3,28,0.5,22.86,9.41535919346275,1390.31727664869,20000,8.41830922402834,0.999952972035536,1.01465769912493,1.00047305176084,NA,NA,0.411870480903882,22.86,"ss_logistic"
"6","stan.nuts",3,28,0.9,366.69,3152.60342837816,20000,20000,3217.55023601295,0.999950048686655,1.0001945287255,0.999965778609185,"diag_e",0.0178721810320698,8.59746223888888,366.69,"ss_logistic"
"7","jags",4,28,0.5,16.8499999999999,10.5093104577773,962.184026297156,20000,16.0990998650417,0.999953012868659,1.07635529005763,1.00050007920979,NA,NA,0.623697950016458,16.8499999999999,"ss_logistic"
"8","stan.nuts",4,28,0.9,366.8,3391.36214427447,20000,20000,3392.92818871941,0.999950001647193,1.00033540315913,0.999993201807031,"diag_e",0.0179260086637543,9.24580737261305,366.8,"ss_logistic"
"9","jags",5,28,0.5,16.9100000000001,11.4903593834216,991.323471060016,20000,13.1881071319805,0.999950417623514,1.06710460660758,1.00054814824129,NA,NA,0.679500850586723,16.9100000000001,"ss_logistic"
"10","stan.nuts",5,28,0.9,413.14,3253.69269970841,20000,20000,3330.05433590714,0.999950004344368,1.00052132924859,0.999974830747749,"diag_e",0.0139623645904222,7.87552088809703,413.14,"ss_logistic"
"11","jags",6,28,0.5,17.1000000000004,10.0056321856176,903.785889929805,20000,8.38686906223243,0.999950834241621,1.00566213080653,1.00022407007993,NA,NA,0.585124689217392,17.1000000000004,"ss_logistic"
"12","stan.nuts",6,28,0.9,340.75,2222.6148096621,9737.21575929727,20000,2783.7419573061,0.999951889779393,1.00056843667713,1.00004067850807,"diag_e",0.0207347491108618,6.52271404156157,340.75,"ss_logistic"
"13","jags",7,28,0.5,16.77,11.5494827254649,1024.41793221223,20000,14.2712163751788,0.999950341740797,1.09494936017772,1.00061125354358,NA,NA,0.688699029544718,16.77,"ss_logistic"
"14","stan.nuts",7,28,0.9,361.15,3337.37509738958,20000,20000,3376.09137740174,0.999950227739356,1.00043737579752,0.999995673703638,"diag_e",0.0184491027562235,9.24096662713437,361.15,"ss_logistic"
"15","jags",8,28,0.5,18.02,14.0995308792069,678.884565829098,20000,8.19274066085636,0.999952418488803,1.03022152405351,1.00118511231051,NA,NA,0.782437895627465,18.02,"ss_logistic"
"16","stan.nuts",8,28,0.9,363.67,3548.34867959507,20000,20000,3504.89674039512,0.999950045740829,1.00011524110727,0.999975946389396,"diag_e",0.0172502813845039,9.75705634117488,363.67,"ss_logistic"
"17","jags",9,28,0.5,16.9000000000001,10.0124776112731,1005.73140227027,20000,10.7115940822501,0.99995287714545,1.15583819737834,1.00185682984203,NA,NA,0.59245429652503,16.9000000000001,"ss_logistic"
"18","stan.nuts",9,28,0.9,326.92,2798.57083555804,10439.3171119605,20000,3030.73212790972,0.999950451800927,1.00129660511961,1.00001493294302,"diag_e",0.0215776927350612,8.5604148891412,326.92,"ss_logistic"
"19","jags",10,28,0.5,16.79,8.36204668870988,946.584405086653,20000,9.06582032878885,0.999952381151127,1.04269846184566,1.00050593653961,NA,NA,0.49803732511673,16.79,"ss_logistic"
"20","stan.nuts",10,28,0.9,310.52,1220.02773082412,5923.53972378111,20000,2201.96944403878,0.999950185348793,1.00064557490472,1.00001936348292,"diag_e",0.0232453445692665,3.92898277349002,310.52,"ss_logistic"
